RiskUID,FromDeliverableID,SnapshotID,RiskID,Category,Description,Severity,Status,SourcePath
DEL-002-07::R-0001,DEL-002-07,EST_DEL-002-07_2026-02-27_0133,,,"RSK-001 | Crane supplier data sheet not available in time for design — structural engineer must use assumed conservative loads, requiring potential redesign when actual data arrives | MEDIUM | HIGH (rework hours not in current estimate) | Monitor PKG-016 procurement timeline; flag if crane data is not available before structural design start | Datasheet.md (multiple TBD attributes dependent on crane supplier); Procedure Step 1.4",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md
DEL-002-07::R-0002,DEL-002-07,EST_DEL-002-07_2026-02-27_0133,,,"RSK-002 | Crane support configuration (corbels vs. dedicated columns) undetermined — final choice could shift engineering complexity and hours | MEDIUM | MEDIUM (could increase Structural Engineer hours beyond 84) | Configuration decision depends on crane span, column spacing, and crane loads — all partially TBD; decision to be made by Structural Engineer during design | Datasheet.md (Support structure type = TBD); Guidance Trade-offs",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md
DEL-002-07::R-0003,DEL-002-07,EST_DEL-002-07_2026-02-27_0133,,,"RSK-003 | Rates and hours are PARAMETRIC/MEDIUM confidence — actual negotiated rates and actual effort could differ | LOW-MEDIUM | MEDIUM (estimate sensitivity: +/-15% rate variance = +/-$2,885) | Re-estimate with actual contracted rates and tracked hours when available | ASM-001, ASM-002",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md
DEL-002-07::R-0004,DEL-002-07,EST_DEL-002-07_2026-02-27_0133,,,"RSK-004 | Scope creep if gantry/crane interpretation changes — CONF-007-01 (Guidance Conflict Table) notes that the ""Gantry"" label on App B could represent a separate lifting device | LOW | HIGH (material scope change if a third crane or separate gantry is required) | Human ruling on CONF-007-01 needed before IFC; current estimate assumes D-001 resolution (same two 5-tonne cranes) | Guidance.md Conflict Table CONF-007-01",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md
DEL-002-07::R-0005,DEL-002-07,EST_DEL-002-07_2026-02-27_0133,,,RSK-005 | Independent third-party structural review may be required — not currently budgeted | LOW | MEDIUM (additional review cost not in estimate) | Monitor ruling on Specification Note D-001 regarding self-certification vs. independent review | Specification.md Note D-001,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md
DEL-002-11::R-0001,DEL-002-11,EST_DEL-002-11_2026-02-27_0600,,,Risk ID | Risk Description | Likelihood | Impact | Exposure (CAD) | Mitigation | Source,,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md
DEL-002-11::R-0002,DEL-002-11,EST_DEL-002-11_2026-02-27_0600,,,"RSK-001 | Geotechnical conditions differ materially from assumed normal ground conditions, requiring significant foundation redesign (e.g., deep foundations instead of spread footings) | MEDIUM | HIGH | $2,500–$6,000 additional design cost (15–35 additional R-14 + R-13 hours) | Variable-price contract mechanism (RFP §4.8.2) explicitly anticipates this scenario; re-negotiation with Owner upon receipt of geotech report. Design Basis Document flags all assumptions for revision. | RFP §4.8.2; Datasheet.md — Foundation type TBD; Assumptions_Log.md ASM-001, ASM-005",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md
DEL-002-11::R-0003,DEL-002-11,EST_DEL-002-11_2026-02-27_0600,,,"RSK-002 | Crane supplier technical data arrives late or differs from assumed 5-tonne crane parameters, requiring rework of crane column base design | LOW | MEDIUM | $850–$1,700 additional design cost (5–10 additional R-14 hours) | Use conservative assumed crane loads for proposal phase; flag for revision upon receipt of supplier data per Guidance.md F-003. | Procedure Step 1.1 item 4; Guidance.md Crane Support Interface; Assumptions_Log.md ASM-004",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md
DEL-002-11::R-0004,DEL-002-11,EST_DEL-002-11_2026-02-27_0600,,,"RSK-003 | Post-geotech scope increase not captured in current LOE — if geotech findings are adverse, both design hours and construction scope expand, requiring additional estimating effort | LOW | MEDIUM | $540–$1,080 additional cost (4–8 additional R-08 + R-01 hours) | RFP §4.8.2 provides contractual framework for re-pricing. Ensure post-geotech re-estimate run is budgeted. | RFP §4.8.2; Assumptions_Log.md ASM-001",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md
DEL-002-11::R-0005,DEL-002-11,EST_DEL-002-11_2026-02-27_0600,,,"RSK-004 | County preliminary design review (Procedure Step 2.6) generates significant revision comments, consuming additional engineering and drafting hours | LOW | LOW | $500–$1,500 additional cost (3–9 additional hours across R-14 and R-13) | Standard design-build risk; preliminary design review is a required milestone. Budget reasonable review cycle within existing LOE. | Specification REQ-012; Procedure Step 2.6",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md
DEL-004-02::R-0001,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,,,RSK-001 | Delayed crane electrical specification from crane supplier causes SLD rework and additional Electrical Engineer hours | MEDIUM | MEDIUM | Early procurement engagement for DEL-016-01; hold TBD placeholders on SLD per Guidance.md Principle 5 | Guidance.md CONF-SLD-002; Specification.md REQ-SLD-005,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Risk_Register.md
DEL-004-02::R-0002,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,,,"RSK-002 | System voltage selection (120/208V vs. 347/600V) not confirmed by utility before SLD drafting begins, leading to redesign | MEDIUM | HIGH | Confirm system voltage per Procedure Step 2 before Step 4; Guidance.md CONF-SLD-001 | Guidance.md Considerations (Voltage System Selection); Specification.md REQ-SLD-001",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Risk_Register.md
DEL-004-02::R-0003,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,,,"RSK-003 | Mechanical equipment electrical data not available from DEL-003-05 in time for SLD coordination, requiring rework | MEDIUM | LOW | Use TBD placeholders per REQ-SLD-012; plan for one revision cycle | Specification.md REQ-SLD-012; Guidance.md Considerations (Coordination with Mechanical Electrical Loads)",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Risk_Register.md
DEL-004-02::R-0004,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,,,RSK-004 | County review of preliminary electrical design (DEL-004-01) requires revisions that cascade to SLD changes | LOW | MEDIUM | Include County comment resolution in Electrical Engineer hour allocation; early County engagement | Procedure.md Step 7; Specification.md REQ-SLD-008,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Risk_Register.md
DEL-004-02::R-0005,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,,,RSK-005 | Parametric rates in Professional_Staff_Rates.csv understate actual market rates for Alberta electrical engineering professionals in 2026 | LOW | MEDIUM | Validate rates against firm quotes before commitment; rates carry MEDIUM confidence | Professional_Staff_Rates.csv Confidence=MEDIUM,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Risk_Register.md
DEL-004-08::R-0001,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,"RISK-001 | Crane manufacturer electrical data not received in time, requiring re-work of service entrance and panel schedule calculations | MEDIUM | MEDIUM | Coordinate early with PKG-016 to obtain crane FLA, voltage, phases, duty cycle. Flag as prerequisite in Procedure Step 1.5. | Datasheet — Crane Electrical Data (all TBD); Specification REQ-004-08-09; Guidance — Crane Power Feeds; Lensing B-001",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-004-08::R-0002,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,"RISK-002 | County welding equipment specifications not provided, requiring assumptions to persist into IFC | MEDIUM | LOW-MEDIUM | Track County response per RFP §3.4; 50A/240V assumption (D-009) is conservative. | Specification REQ-004-08-08; Guidance Conflict CONF-004-08-02",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-004-08::R-0003,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,"RISK-003 | Exhaust fan count and motor data from PKG-003 unavailable, leaving load schedule incomplete | MEDIUM | LOW | Coordinate with Mechanical Engineer per Procedure Step 1.4; exhaust fans are typically a small fraction of total connected load. | Datasheet — Exhaust Fans (all TBD); Lensing B-003",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-004-08::R-0004,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,"RISK-004 | CEC edition not confirmed, preventing anchoring of code clause references | LOW | MEDIUM | Electrical Engineer to confirm applicable Alberta Safety Codes Council adopted edition early in design. | Specification Standards table; Lensing A-001",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-004-08::R-0005,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,"RISK-005 | Scope growth from TBD items (mezzanine loads, heating/MUA circuits, hazardous area classification) exceeds the 56-hour Electrical Engineer allocation | LOW-MEDIUM | MEDIUM | Monitor scope resolution against LOE; re-estimate if scope materially changes. | Specification REQ-004-08-22, REQ-004-08-23, REQ-004-08-24; ASM-005",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-004-08::R-0006,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,,,RISK-006 | Staff rates increase before work is performed | LOW | LOW | Rates are MEDIUM confidence per source; 2026 base year is current. | Professional_Staff_Rates.csv; ASM-002,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Risk_Register.md
DEL-005-02::R-0001,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,,,"RSK-001 | Upstream dependency delays (DEL-008-01 geotech, DEL-008-02 survey, DEL-005-01 preliminary approval) compress design schedule and may require additional hours for rework or fast-tracking | MEDIUM | MEDIUM | Monitor critical path; establish latest-acceptable input dates per Guidance F-003 recommendation; consider contingency hours if schedule is confirmed tight | Guidance — Schedule Risk from Upstream Dependencies (Lensing: F-003); Procedure Prerequisites",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Risk_Register.md
DEL-005-02::R-0002,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,,,"RSK-002 | County review of preliminary civil design (DEL-005-01) requires substantial revisions, increasing design effort beyond the 130-hour parametric allocation | LOW | MEDIUM | Early coordination with County at mandatory site meeting (March 3, 2026); align design intent before formal submission | Procedure Step 2.4; Specification REQ-007",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Risk_Register.md
DEL-005-02::R-0003,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,,,"RSK-003 | Actual staff rates differ from parametric rates (MEDIUM confidence, +/-20-30% per INDEX.md) | MEDIUM | LOW | Replace parametric rates with contracted/quoted rates as soon as available | INDEX.md Data Quality Statement; Professional_Staff_Rates.csv Confidence column",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Risk_Register.md
DEL-005-02::R-0004,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,,,"RSK-004 | Site complexity (discovered through geotech report or survey) exceeds parametric assumptions, requiring more design hours than allocated | LOW | MEDIUM | Review hour allocation after receipt of DEL-008-01 and DEL-008-02; adjust estimate in next snapshot if warranted | Datasheet Conditions (Elevation Datum TBD, Utility Locations TBD); Guidance Principle 5",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Risk_Register.md
DEL-005-07::R-0001,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,,,"RSK-001 | Geotechnical report (DEL-008-01) delivery is delayed, preventing finalization of subgrade and frost design values in the civil specification. Specification must be issued with [GEO TBD] placeholders, triggering a revision cycle not included in this estimate. | MEDIUM | HIGH — revision cycle adds estimated $1,280 to $2,560 (8-16 additional Civil Engineer hours). Delayed geotechnical data is a critical-path dependency. | Establish latest acceptable DEL-008-01 delivery date. Prepare specification structure so geotechnically-dependent sections can be completed as a discrete revision. | Guidance.md — Schedule Risk; Assumption A-004",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Risk_Register.md
DEL-005-07::R-0002,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,,,"RSK-002 | Specification scope breadth (17 requirements including ESC, environmental compliance, warranty criteria, handoff criteria) exceeds the 42-hour Civil Engineer allocation. | MEDIUM | MEDIUM — if actual effort is 20-30% higher, cost increase is $1,344 to $2,016. | Track hours during specification authoring; escalate early if running ahead of allocation. LOE confidence is MEDIUM. | Assumption A-001; Specification.md requirements count",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Risk_Register.md
DEL-005-07::R-0003,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,,,"RSK-003 | Mud sump discipline scope boundary (civil vs. structural vs. plumbing) is not resolved during specification drafting. Civil specification may require rework if scope boundaries shift after initial issue. | LOW | MEDIUM — scope rework adds estimated 4-8 hours of Civil Engineer time ($640 to $1,280). | Resolve scope boundary in Step 1 of Procedure before proceeding to specification drafting. Guidance.md provides a proposed scope division table. | Guidance.md — Mud Sump Interface; Procedure Step 1",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Risk_Register.md
DEL-005-07::R-0004,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,,,"RSK-004 | Alberta Environment and Protected Areas (AEPA) requirements for construction at the active landfill site are not identified before specification issue, requiring a revision to add environmental compliance provisions. | LOW | MEDIUM — additional investigation and specification revision effort estimated at 4-8 hours ($640 to $1,280). | Civil Engineer to investigate AEPA requirements and landfill operating approval conditions early in the design process (REQ-CIVIL-015). | Specification REQ-CIVIL-015; Guidance.md — Site Context",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Risk_Register.md
DEL-006-04::R-0001,DEL-006-04,EST_DEL-006-04_2026-02-27_0630,,,RISK-001 | LOE allocation may be insufficient if cistern installation type (below-grade vs. above-grade) requires extensive structural coordination | Datasheet (cistern installation type = TBD); Guidance CONF-001 (cistern location physical fit) | MEDIUM | MEDIUM — could add 10-20 additional Plumbing Engineer hours for structural coordination iterations | Resolve CONF-001 (cistern location) and cistern installation type early in design process; update LOE allocation if below-grade approach is selected (higher complexity).,HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-04_2026-02-27_0630/Risk_Register.md
DEL-006-04::R-0002,DEL-006-04,EST_DEL-006-04_2026-02-27_0630,,,RISK-002 | Unresolved CONF-002 (fire hose pump vs. distribution pump identity) may require design rework | Guidance CONF-002; Specification R-010 | MEDIUM | LOW-MEDIUM — may add 5-10 hours if pump circuits must be redesigned after resolution | Obtain human ruling on CONF-002 before commencing detailed pump system design.,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-04_2026-02-27_0630/Risk_Register.md
DEL-006-04::R-0003,DEL-006-04,EST_DEL-006-04_2026-02-27_0630,,,"RISK-003 | Water quality classification decision (potable vs. non-potable) could expand design scope | Guidance §Water Quality (C-003) | LOW-MEDIUM | HIGH — if potable water is required, the design scope would expand significantly to include water treatment system design, potentially requiring specialist sub-consultant | Resolve water quality determination (C-003) before finalizing drawing set scope.",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-04_2026-02-27_0630/Risk_Register.md
DEL-006-04::R-0004,DEL-006-04,EST_DEL-006-04_2026-02-27_0630,,,"RISK-004 | PARAMETRIC hourly rates may not reflect actual contracted rates | Professional_Staff_Rates.csv confidence = MEDIUM | LOW | MEDIUM — rate variance of +/- 15% would shift total by +/- $1,700 | Confirm rates against actual contracted or quoted professional fees when available.",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-04_2026-02-27_0630/Risk_Register.md
DEL-006-04::R-0005,DEL-006-04,EST_DEL-006-04_2026-02-27_0630,,,RISK-005 | Geotechnical report (DEL-008-01) not available may delay design finalization | Procedure Step 2.2; Datasheet (geotech status = TBD) | MEDIUM | LOW — delay risk rather than cost risk; design hours may increase if redesign is needed after geotech results arrive | Track DEL-008-01 status; proceed with preliminary design assumptions but flag as hold point.,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-04_2026-02-27_0630/Risk_Register.md
DEL-007-03::R-0001,DEL-007-03,EST_DEL-007-03_2026-02-27_0630,,,"RISK-001 | Professional stamp type (P.Eng. vs. RLA) remains unresolved (CONF-007-03-001). If P.Eng. co-signature is required, additional engineering review hours and cost would apply. | MEDIUM | LOW | Resolve CONF-007-03-001 with County before IFC issue. If P.Eng. is required, add reviewing engineer hours to the estimate. | Guidance.md Conflict Table; ASM-006",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-03_2026-02-27_0630/Risk_Register.md
DEL-007-03::R-0002,DEL-007-03,EST_DEL-007-03_2026-02-27_0630,,,"RISK-002 | Restoration phasing vs. December 31, 2026 deadline (CONF-007-03-002). If spring 2027 planting is not permitted, compressed planting schedule may require additional LA design effort to develop interim solutions. | MEDIUM | LOW | Resolve CONF-007-03-002 with County. If spring 2027 is not acceptable, additional phasing design and interim stabilization planning may increase LA hours beyond the 70 hr allocation. | Guidance.md Conflict Table",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-03_2026-02-27_0630/Risk_Register.md
DEL-007-03::R-0003,DEL-007-03,EST_DEL-007-03_2026-02-27_0630,,,"RISK-003 | Non-labour costs are excluded from this estimate (ASM-004). If the project expects a complete cost including materials, travel, or external assessments, the $10,980 total significantly understates total deliverable cost. | LOW | MEDIUM | Confirm estimate scope expectation with project team. If non-labour costs are required, obtain pricing sources for travel, printing, and ecological assessment. | DEC-004; ASM-004",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-03_2026-02-27_0630/Risk_Register.md
DEL-007-03::R-0004,DEL-007-03,EST_DEL-007-03_2026-02-27_0630,,,"RISK-004 | Level_of_Effort.csv provides 70 hr for LA on DEL-007-03. If the ecological assessment (Procedure Step 1.2) is confirmed as in-scope and requires field work, 10 hr may be insufficient for Step 1. | LOW | LOW | Confirm ecological assessment scope. If field work is required, adjust Step 1 allocation upward (from 10 hr) and potentially increase total LA hours. | Guidance.md (Ecological Assessment Scope Clarification); ASM-002",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-03_2026-02-27_0630/Risk_Register.md
DEL-007-03::R-0005,DEL-007-03,EST_DEL-007-03_2026-02-27_0630,,,"RISK-005 | Numerous TBD attributes in Datasheet.md (plant species, soil data, densities) indicate the deliverable is early-stage. If design development uncovers unexpected complexity (e.g., contaminated soils requiring specialized restoration), LA effort may exceed the 70 hr parametric allocation. | LOW | MEDIUM | Monitor design development. If TBD attributes resolve to significantly complex conditions, rerun estimate with updated LOE. | Datasheet.md Attributes table; Specification.md REQ-007-03-013",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-03_2026-02-27_0630/Risk_Register.md
DEL-007-04::R-0001,DEL-007-04,EST_DEL-007-04_2026-02-27_0700,,,Risk ID | Risk Description | Likelihood | Impact | Mitigation | Source,,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-04_2026-02-27_0700/Risk_Register.md
