AssumptionUID,FromDeliverableID,SnapshotID,AssumptionID,Category,Description,Impact,SourcePath
DEL-001-03::A-0011,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,Hourly rates in Professional_Staff_Rates.csv are applicable to this project without adjustment,"Rates directly determine all line item amounts; if actual rates differ, total will change proportionally",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-03::A-0012,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,Level of effort allocations in Level_of_Effort.csv are appropriate for the Exterior Elevations deliverable,"Hours directly determine all line item amounts; LOE uses same allocation for all PKG-001 Drawing Set deliverables (54h Sr. Arch, 42h Arch, 24h BIM, 6h PM, 4h CE)",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-03::A-0013,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,The parametric hour allocation for a Drawing Set deliverable type is a reasonable proxy for the specific effort required for Exterior Elevations,"Exterior Elevations may require more or fewer hours than an average Drawing Set depending on complexity (number of faces, coordination intensity with MEP, interface with existing building)",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-03::A-0014,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,Currency is CAD as specified in INIT-TASK brief and confirmed by Assumed_Project_Parameters.csv (PP-17),All amounts denominated in CAD,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-03::A-0015,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,"No subconsultant markup, overhead, or profit margins are included",Estimate reflects direct staff effort at blended hourly rates only,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-03::A-0016,DEL-001-03,EST_DEL-001-03_2026-02-27_0545,,,"The scope of this estimate is limited to design production effort; no construction material, equipment, or installation costs are included",Design-only scope is consistent with the deliverable type (Drawing Set) and the pricing sources available,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-03_2026-02-27_0545/Assumptions_Log.md
DEL-001-04::A-0017,DEL-001-04,EST_DEL-001-04_2026-02-27_0840,ASM-001,,Hourly rates in Professional_Staff_Rates.csv are representative for a 2026 Alberta design-build project,"Rates directly determine all line item amounts. If actual rates differ, totals scale proportionally.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md
DEL-001-04::A-0018,DEL-001-04,EST_DEL-001-04_2026-02-27_0840,ASM-002,,"Level of effort for DEL-001-04 (6/4/54/42/24 hours) is adequate for producing Building Section drawings covering 5+ section cuts, preliminary and IFC stages","Underestimation would increase actual costs; overestimation would reduce them. The LOE is identical across all PKG-001 Drawing Set deliverables, which may not reflect the specific coordination complexity of Building Sections.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md
DEL-001-04::A-0019,DEL-001-04,EST_DEL-001-04_2026-02-27_0840,ASM-003,,Currency is CAD,All amounts denominated in Canadian dollars.,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md
DEL-001-04::A-0020,DEL-001-04,EST_DEL-001-04_2026-02-27_0840,ASM-004,,"No subconsultant, material, software licensing, or plotting/reproduction costs are included",This estimate covers professional design labour only. Any non-labour costs for this deliverable are excluded.,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md
DEL-001-04::A-0021,DEL-001-04,EST_DEL-001-04_2026-02-27_0840,ASM-005,,The 5 roles identified in Level_of_Effort.csv are the complete staffing requirement for this deliverable,"No additional roles (e.g., QA/QC Lead, Document Controller) are required beyond the 5 listed.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-04_2026-02-27_0840/Assumptions_Log.md
DEL-001-05::A-0022,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,Currency is CAD as specified in run brief and confirmed by Assumed_Project_Parameters.csv PP-17,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-05::A-0023,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,Level_of_Effort.csv hours for DEL-001-05 (130 total hours across 5 roles) represent the complete professional effort to produce the Interior Elevations drawing set from initial room list through IFC issuance,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-05::A-0024,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,Professional_Staff_Rates.csv hourly rates are representative of Alberta 2026 market rates for design-build professional services on this type of project,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-05::A-0025,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,Post-IFC revision effort (ITEM-010) is $0 for this estimate because scope is undefined until construction proceeds,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-05::A-0026,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,"The 130 hours in Level_of_Effort.csv include all sub-activities described in the Procedure (room list, coordination gathering, finish zones, drafting, coordination review, County approval check, IFC QA, stamping, and issuance)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-05::A-0027,DEL-001-05,EST_DEL-001-05_2026-02-27_0545,,,"This estimate covers design professional services only; construction costs for items shown on interior elevation drawings (partitions, finishes, fixtures, etc.) are excluded and covered by construction packages (PKG-010 through PKG-021)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-05_2026-02-27_0545/Assumptions_Log.md
DEL-001-06::A-0028,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-001,,All professional effort for DEL-001-06 is captured in the 5 roles and 130 hours allocated in Level_of_Effort.csv,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0029,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-002,,"Hourly rates in Professional_Staff_Rates.csv are inclusive of overhead, benefits, and profit",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0030,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-003,,"No separate material, equipment, printing, or subcontractor costs are applicable for this design deliverable",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0031,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-004,,P.Eng. stamp cost is included in the Senior Architect's hourly allocation,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0032,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-005,,Field verification of Old North Shop existing conditions (ITM-020) effort is included in the Architect and Senior Architect hour allocations,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0033,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-006,,Currency is CAD as stated in the brief and Assumed_Project_Parameters.csv PP-17,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-06::A-0034,DEL-001-06,EST_DEL-001-06_2026-02-27_0630,ASM-007,,The LOE allocation for DEL-001-06 (Drawing Set type) is comparable to other PKG-001 Drawing Set deliverables,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-06_2026-02-27_0630/Assumptions_Log.md
DEL-001-07::A-0035,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-001,,Staff hourly rates from Professional_Staff_Rates.csv are representative of the design-build team's actual professional services rates for this project,"If actual rates differ, the estimate total will scale proportionally. A 10% rate increase across all roles would increase the total by ~$742",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-07::A-0036,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-002,,"Level of effort hours from Level_of_Effort.csv (50 total hours for DEL-001-07) are adequate to cover all procedure steps including code analysis, Owner coordination, schedule production, engineering coordination, QA review, and IFC issue","If code analysis is more complex (e.g., multiple occupancy classifications requiring detailed fire separation analysis) or Owner responses are delayed requiring additional coordination effort, actual hours may exceed the parametric allocation",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-07::A-0037,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-003,,"The deliverable scope is limited to producing the schedule document (professional design services); it does not include physical door/window procurement, fabrication, or installation costs","If the estimate scope is intended to include material/installation costs for doors and windows, additional line items would be required with rates from construction price sources",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-07::A-0038,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-004,,"The 12+ door openings identified in the Datasheet (3 OHD, 1 RUD, 2 entrance/exit, 4 interior, 2 renovation) represent the approximate scope complexity reflected in the LOE allocation","If additional door openings are identified during design (e.g., mezzanine access door per REQ-DW-010, wash station enclosure door per Guidance X-001) or if windows are required by code analysis, the effort may increase modestly but is expected to remain within the LOE allocation range",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-07::A-0039,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-005,,"Engineering coordination (structural, electrical, mechanical) is included within the allocated hours for the Senior Architect and Architect roles and does not require separate pricing for the coordinating engineers' time on DEL-001-07","If cross-discipline coordination time (e.g., Structural Engineer hours reviewing opening sizes, Electrical Engineer hours confirming load schedule entries) is to be charged to DEL-001-07 rather than to their own deliverables, additional items would be needed",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-07::A-0040,DEL-001-07,EST_DEL-001-07_2026-02-27_0546,ASM-006,,Currency is CAD as specified in the brief and confirmed by Assumed_Project_Parameters.csv (PP-17),No currency conversion required,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md
DEL-001-08::A-0041,DEL-001-08,EST_DEL-001-08_2026-02-27_0630,,,"The Level_of_Effort.csv hours for DEL-001-08 (50 hrs total across 5 roles) are an adequate parametric estimate for producing the Finish Schedule for a ~13,000 sq ft industrial maintenance shop addition with 14 rooms/areas",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md
DEL-001-08::A-0042,DEL-001-08,EST_DEL-001-08_2026-02-27_0630,,,"Professional_Staff_Rates.csv hourly rates are current and applicable to the project location (rural Alberta, near Ferintosh/Camrose)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md
DEL-001-08::A-0043,DEL-001-08,EST_DEL-001-08_2026-02-27_0630,,,"The Finish Schedule is a standalone design production effort; no specialty consultant fees (e.g., code consultant, materials testing lab, acoustic consultant) are required beyond the roles listed in the LOE",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md
DEL-001-08::A-0044,DEL-001-08,EST_DEL-001-08_2026-02-27_0630,,,"The cost of this deliverable represents design production cost only, not construction cost of installing interior finishes",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md
DEL-001-08::A-0045,DEL-001-08,EST_DEL-001-08_2026-02-27_0630,,,Currency is CAD as stated in the brief and confirmed by Assumed_Project_Parameters.csv (PP-17),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md
DEL-001-09::A-0046,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-001,,"The LOE hours in Level_of_Effort.csv (130 total hours for DEL-001-09) are adequate for the scope of three renovation areas, including field survey, preliminary design, County review, and IFC production.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0047,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-002,,"The P.Eng. stamp is obtainable within the Senior Architect's allocated hours (54 hrs) — i.e., the Senior Architect either holds a P.Eng. designation or the P.Eng. co-stamp cost is negligible.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0048,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-003,,No hazardous materials assessment design scope is included.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0049,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-004,,As-built drawings are either available from the Owner or the field survey (within LOE hours) is sufficient to establish the base plan.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0050,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-005,,Currency is CAD as specified in the brief and confirmed by Assumed_Project_Parameters.csv (PP-17).,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0051,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-006,,"No printing, plotting, or physical reproduction costs are included. Drawings are assumed to be issued electronically.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-09::A-0052,DEL-001-09,EST_DEL-001-09_2026-02-27_0546,ASM-007,,"Scope is limited to SOW-0070, SOW-0071, SOW-0072 only. Demolition for SOW-0073 (locker/change room) and SOW-0074 (washroom expansion) is excluded per decomposition scope assignment.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md
DEL-001-10::A-0053,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-001,,Alberta Building Code 2019 (NBC 2019 Alberta Edition) is the governing code edition,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0054,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-002,,"The 250 sqft kitchenette area is gross room area, not net functional area",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0055,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-003,,LOE hours in Level_of_Effort.csv are appropriate for a Drawing Set deliverable covering 5 renovation SOW items,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0056,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-004,,Hourly rates in Professional_Staff_Rates.csv reflect 2026 Alberta market rates for design-build professional services,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0057,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-005,,DEL-001-09 (Demolition Plans) will be sufficiently advanced before renovation design is finalized,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0058,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-006,,The locker/change room (SOW-0073) is constructed within the existing building footprint,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0059,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-007,,"Construction value for fee-based cross-check is $3,705,000 CAD (13,000 sqft x $285/sf)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-10::A-0060,DEL-001-10,EST_DEL-001-10_2026-02-27_0600,ASM-008,,Project currency is CAD,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md
DEL-001-11::A-0061,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-001,,Staff hourly rates in Professional_Staff_Rates.csv are representative of Central Alberta (Ferintosh/Camrose) market rates for 2026,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0062,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-002,,Level-of-effort hours in Level_of_Effort.csv are sufficient for the specification deliverable scope,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0063,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-003,,"Code review, inter-discipline coordination, and County approval coordination effort is embedded in the LOE role hours and does not require incremental budget",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0064,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-004,,Currency is CAD per PP-17 from Assumed_Project_Parameters.csv,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0065,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-005,,Existing conditions survey for the Old North Shop requires 16 hours of R-21 Surveyor effort (8 field + 8 data processing),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0066,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-006,,Building permit fees are the responsibility of the Proponent (Design-Builder) unless confirmed otherwise,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0067,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-007,,"P.Eng. stamp and AAAL registration fee of $2,500 is representative for a single issuance cycle",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-001-11::A-0068,DEL-001-11,EST_DEL-001-11_2026-02-28_0803,ASM-008,,"Camrose County building permit for a 13,000 sqft commercial facility is approximately $10,000",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md
DEL-002-01::A-0069,DEL-002-01,EST_DEL-002-01_2026-02-27_0539,ASM-001,,The Level_of_Effort.csv hour estimates for DEL-002-01 (70 hours total across 4 roles) are a reasonable parametric estimate for a preliminary structural design presentation of this building type and scale.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Assumptions_Log.md
DEL-002-01::A-0070,DEL-002-01,EST_DEL-002-01_2026-02-27_0539,ASM-002,,The hourly rates in Professional_Staff_Rates.csv are representative of the Design-Builder's actual or contracted staff costs for 2026 Alberta work.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Assumptions_Log.md
DEL-002-01::A-0071,DEL-002-01,EST_DEL-002-01_2026-02-27_0539,ASM-003,,"County approval cycle is limited to one submission and one revision cycle, with effort for this included in the 6 PM hours and 42 Structural Engineer hours.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Assumptions_Log.md
