FromDeliverableID,SnapshotID,ArtifactName,FullPath,Exists,IsRerun
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/QA_Report.md,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Items.csv,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Summary.md,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Source_Index.md,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Decision_Log.md,YES,NO
DEL-001-07,EST_DEL-001-07_2026-02-27_0546,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/WBS_CBS_Matrix.csv,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Detail.csv,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Run_Context.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/QA_Report.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Items.csv,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Summary.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Source_Index.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Decision_Log.md,YES,NO
DEL-001-08,EST_DEL-001-08_2026-02-27_0630,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/WBS_CBS_Matrix.csv,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Detail.csv,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Run_Context.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/QA_Report.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Items.csv,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Summary.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Source_Index.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Decision_Log.md,YES,NO
DEL-001-09,EST_DEL-001-09_2026-02-27_0546,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/WBS_CBS_Matrix.csv,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Detail.csv,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Run_Context.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/QA_Report.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Items.csv,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Summary.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Source_Index.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Decision_Log.md,YES,NO
DEL-001-10,EST_DEL-001-10_2026-02-27_0600,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/WBS_CBS_Matrix.csv,YES,NO
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Detail.csv,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Run_Context.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/QA_Report.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Items.csv,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Summary.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Source_Index.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Decision_Log.md,YES,YES
DEL-001-11,EST_DEL-001-11_2026-02-28_0803,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/WBS_CBS_Matrix.csv,YES,YES
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Detail.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Detail.csv,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Run_Context.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Run_Context.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Assumptions_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Assumptions_Log.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,QA_Report.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/QA_Report.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Items.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Items.csv,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Summary.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Summary.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Source_Index.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Source_Index.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,Decision_Log.md,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Decision_Log.md,YES,NO
DEL-002-01,EST_DEL-002-01_2026-02-27_0539,WBS_CBS_Matrix.csv,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/WBS_CBS_Matrix.csv,YES,NO
