LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-018,21.03.04,PKG-002,DEL-02-03,PPE/locker room — grab bars + accessible fittings (2 washrooms),2,each,1100,2200,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-17,MED,Stainless steel grab bars per accessible washroom
L-019,21.03.04,PKG-002,DEL-02-03,PPE/locker room — vanity countertops,3,lm,575,1725,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-22,MED,Solid surface countertops; ~3 lm total across 2 washroom vanities
L-020,21.03.04,PKG-002,DEL-02-03,PPE/first aid room — fit-up,1,LS,3500,3500,CAD,ALLOWANCE,Assumptions_Log.md#ASM-010,LOW,First aid equipment; PPE storage; food washing area; 100-150 sf room; no rate table item
L-021,21.03.05,PKG-002,DEL-02-03,Shop office — sealed concrete floor,19,m2,35,665,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-08,MED,200 sf = 19 m2; sealed concrete per OSR direction
L-022,21.03.05,PKG-002,DEL-02-03,Shop office — suspended acoustic tile ceiling,19,m2,68,1292,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-05,MED,Standard T-bar ACT for office area
L-023,21.03.05,PKG-002,DEL-02-03,Shop office — wall paint (standard latex),50,m2,13,650,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-12,MED,Office perimeter walls; ~50 m2 estimated
L-024,21.03.05,PKG-002,DEL-02-03,Shop washroom — ceramic tile floor,9,m2,118,1062,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-10,MED,100 sf = 9 m2; washroom floor
L-025,21.03.05,PKG-002,DEL-02-03,Shop washroom — moisture-resistant partitions,18,m2,132,2376,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-04,MED,Washroom walls; ~18 m2
L-026,21.03.05,PKG-002,DEL-02-03,Shop washroom — suspended gypsum ceiling,9,m2,102,918,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-06,MED,Moisture-rated ceiling
L-027,21.03.05,PKG-002,DEL-02-03,Shop washroom — epoxy wall paint,18,m2,20,360,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-13,MED,Epoxy paint for wet area
L-028,21.03.05,PKG-002,DEL-02-03,Shop washroom — accessories package,1,each,800,800,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-24,MED,Dispensers + mirrors + shelves
L-029,21.03.05,PKG-002,DEL-02-03,Shop washroom — grab bars + accessible fittings,1,each,1100,1100,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-17,MED,Accessible washroom per ABC
L-030,21.03.05,PKG-002,DEL-02-03,Shop washroom — toilet partition,1,each,1500,1500,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-25,MED,Single stall partition
L-031,21.03.05,PKG-002,DEL-02-03,Shop washroom — vanity countertop,1,lm,575,575,CAD,RATE_TABLE,Interior_Architectural_Rates.csv#IA-22,MED,Solid surface; 1 lm
L-032,21.03.04,PKG-002,DEL-02-03,PPE/locker room — shower fixtures and plumbing rough-in (2 standalone showers),1,LS,8000,8000,CAD,ALLOWANCE,Assumptions_Log.md#ASM-011,LOW,2 standalone showers per functional program; includes shower valves + drains + waterproofing; no specific rate table item for showers
