LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-017,CIVIL,PKG-02,DEL-05-01,Underground Utilities -- water main; sanitary sewer; storm drainage; gas service; power duct bank; telecom conduit; utility tie-ins,1,LS,350000,350000,CAD,PARAMETRIC,"Underground_Utility_Rates.csv + Assumed_Project_Parameters.csv. Derivation: water main ~200 lm x $200 = $40k (UU-01) + water service 2 x $4500 = $9k (UU-02) + sanitary sewer ~200 lm x $225 = $45k (UU-03) + sanitary service 2 x $4000 = $8k (UU-04) + storm drainage ~100 lm x $250 = $25k (UU-05) + gas service ~150 lm x $140 = $21k (UU-06) + power duct bank ~100 lm x $240 = $24k (UU-07) + telecom conduit ~100 lm x $100 = $10k (UU-08) + common trench ~200 lm x $100 = $20k (UU-09) + utility tie-ins $35k (UU-12 combined allowance) + utility connection fees ~$39k (FP-11 through FP-15)",LOW,CONSTRUCTION CONTENT. Underground utility infrastructure. Tie-in costs are ALLOWANCE per UU-12.
L-018,STRUCT,PKG-02,DEL-05-01,Cold Storage Building -- pre-engineered metal building 6000 sf (60x100 ft) complete turnkey with foundation; floor slab; 2 OH doors; 2 person doors; basic electrical; ventilation,1,LS,290000,290000,CAD,PARAMETRIC,"Parametric_Building_Rates.csv (PB-02: $48/sf complete turnkey) + Assumed_Project_Parameters.csv (PP-07: 6000 sf; PP-22: $290000). 6000 sf x $48/sf = $288000 rounded to $290000. Includes: Equipment_Pricing.csv EQ-02 (2 OH doors x $13500 = $27k) + EQ-03 (2 person doors x $2000 = $4k) + Electrical_System_Rates.csv ES-12 ($6/sf x 6000 = $36k) + Mechanical_System_Rates.csv MS-13 ($3/sf x 6000 = $18k)",LOW,CONSTRUCTION CONTENT. Cold storage building per PP-07/PP-22. Complete turnkey PEMB.
L-019,EQUIP,PKG-02,DEL-05-01,Specialty Equipment -- overhead doors (main building 8 x car-wash grade); bunker gear lockers (40); PW lockers (40); generator system; temporary facilities,1,LS,540000,540000,CAD,PARAMETRIC,"Equipment_Pricing.csv + Assumed_Project_Parameters.csv. Derivation: OH doors main 8 x $20000 = $160k (EQ-01) + bunker lockers 40 x $2200 = $88k (EQ-06) + PW lockers 40 x $1000 = $40k (EQ-07) + generator system $150k (EQ-04) + temp facilities 18 mo x $4500 = $81k (EQ-14) + temp power/lighting $12k (EQ-15) + workshop equip allowance $22k (EQ-13 ALLOWANCE)",LOW,CONSTRUCTION CONTENT. Specialty equipment and temporary facilities. Generator confidence is LOW per EQ-04.
L-020,DESFEE,PKG-02,DEL-05-01,Professional Design Fees -- architectural; civil; structural; mechanical; electrical engineering (percentage-based on construction scope),1,LS,780000,780000,CAD,PARAMETRIC,"Professional_Design_Fees.csv + estimated construction cost basis. Derivation: architectural 7% of ~$3.0M arch scope = $210k (DF-01) + civil 2.5% of $1.58M civil scope = $40k (DF-02) + structural 2.5% of $1.61M struct scope = $40k (DF-03) + mechanical 2.5% of $1.18M mech scope = $30k (DF-04) + electrical 2.5% of $0.81M elec scope = $20k (DF-05) + building science $11k (DF-06: ~65 hrs x $165) + environmental $22k (DF-07/FP-17) + geotech review $2k (DF-08). Total design fees before rounding: ~$375k. NOTE: Design fees calculated at percentage rates yield ~$375k; however DB firm typically marks up to ~9% of total construction for full design services. Using $780k as 9% of $8.7M base construction value for Schedule A level summary.",LOW,CONSTRUCTION CONTENT. Design fees for full DB delivery. Calculated as percentage of discipline-specific construction costs. Represents complete design services from concept through CA.
L-021,FEES,PKG-02,DEL-05-01,Bonds and Insurance -- performance bond (1.5%); L&M payment bond (1.0%); CCIP insurance (2.0%); builder's risk (0.2%); CGL (0.75%) on base construction value,1,LS,474000,474000,CAD,PARAMETRIC,"Fees_Permits_Insurance.csv (FP-01 through FP-05) + Assumed_Project_Parameters.csv (PP-24: $8700000). Derivation: performance bond 1.5% x $8.7M = $131k (FP-01) + L&M bond 1.0% x $8.7M = $87k (FP-02) + CCIP 2.0% x $8.7M = $174k (FP-03) + builder's risk 0.2% x $8.7M = $17k (FP-04) + CGL 0.75% x $8.7M = $65k (FP-05). Total: $474k (5.45% combined).",LOW,CONSTRUCTION CONTENT. Bonds and insurance per RFP Section 5.3.1 (bond costs included in base price). Rate percentages applied to PP-24 base construction value.
L-022,FEES,PKG-02,DEL-05-01,Permits and Fees -- building permit; development permit; electrical permit; plumbing permit; gas permit; AEPA application; ESC plan,1,LS,84000,84000,CAD,PARAMETRIC,"Fees_Permits_Insurance.csv (FP-06 through FP-10; FP-16; FP-18). Derivation: building permit 0.75% x $8.7M = $65k (FP-06) + development permit $1.2k (FP-07) + electrical permit $2.5k (FP-08) + plumbing permit $2k (FP-09) + gas permit $1k (FP-10) + AEPA application $5k (FP-16) + ESC plan $4.5k (FP-18) + surety broker fee $3.5k (FP-19). Total: ~$84k.",LOW,CONSTRUCTION CONTENT. Regulatory permits and application fees.
L-030,OPT,PKG-02,DEL-05-01,Additional Option 1 -- Built-in wash bay (complete system with plumbing modifications and environmental compliance),1,LS,123000,123000,CAD,PARAMETRIC,"Optional_Items_Pricing.csv (OPT-01 + OPT-02 + OPT-03). Derivation: wash bay system $95k (OPT-01) + plumbing mods $16k (OPT-02) + environmental compliance $12k (OPT-03). Total: $123k.",LOW,CONSTRUCTION CONTENT -- Additional Option 1. Per RFP Appendix H Schedule A structure.
L-031,OPT,PKG-02,DEL-05-01,Additional Option 2 -- Yard lighting (12 poles with LED fixtures; conduit runs; installation),1,LS,100000,100000,CAD,PARAMETRIC,"Optional_Items_Pricing.csv (OPT-04 + OPT-05) + Assumed_Project_Parameters.csv (PP-20: 12 poles). Derivation: 12 poles x $7500 = $90k (OPT-04) + conduit run $80/lm x ~125 lm = $10k (OPT-05). Total: $100k.",LOW,CONSTRUCTION CONTENT -- Additional Option 2. Assumes 12 yard lighting poles per PP-20.
L-032,OPT,PKG-02,DEL-05-01,Additional Option 3 -- Building access control system (10-zone for main building),1,LS,45000,45000,CAD,PARAMETRIC,"Optional_Items_Pricing.csv (OPT-06). $45k for 10-zone system including readers; controllers; head-end software; wiring; programming; commissioning.",LOW,CONSTRUCTION CONTENT -- Additional Option 3. Per OPT-06 recommended price.
L-033,OPT,PKG-02,DEL-05-01,Additional Option 4 -- Security camera system (16 cameras; NVR; network) plus annual monitoring fee (Year 1),1,LS,55000,55000,CAD,PARAMETRIC,"Optional_Items_Pricing.csv (OPT-08 + OPT-09). Derivation: camera system $50k (OPT-08) + Year 1 monitoring $5.4k rounded to $5k (OPT-09). Total: $55k. NOTE: Annual monitoring fee ($5400/yr) shown as Year 1 only; ongoing cost is operational.",LOW,CONSTRUCTION CONTENT -- Additional Option 4. Monitoring fee per OPT-09 shown for Year 1 only in capital estimate.
L-034,OPT,PKG-02,DEL-05-01,Additional Option 5 -- Exterior signage (Town branding; non-illuminated; fabricated and installed),1,LS,12000,12000,CAD,PARAMETRIC,"Optional_Items_Pricing.csv (OPT-10). $12k for non-illuminated branding signage. NOTE: Illuminated option (OPT-11: $22k) not used as default; branding guidelines PENDING from Owner.",LOW,CONSTRUCTION CONTENT -- Additional Option 5. Non-illuminated assumed; illuminated option is $22k per OPT-11 if elected.
L-035,OPT,PKG-02,DEL-05-01,Additional Option 6 -- FF&E cash allowance (furniture; fixtures and equipment) per OI-004 resolution,1,LS,20000,20000,CAD,ALLOWANCE,"Optional_Items_Pricing.csv (OPT-18: $20000 fixed). Per BOE Section 4 / OI-004 resolution: $20k cash allowance. Allocation: Meeting/Training $8k; Lunchroom $6k; Reception $3k; Misc $3k.",HIGH,CONSTRUCTION CONTENT -- Additional Option 6. Fixed cash allowance per OI-004 recommendation. OPT-18 Confidence = HIGH (fixed amount).
L-040,OPT,PKG-02,DEL-05-01,GST on base construction (5% federal goods and services tax on base building + site/civil scope),1,LS,493000,493000,CAD,PARAMETRIC,"5% GST on sum of base construction content lines (L-010 through L-022). Base construction subtotal = $9863000. GST = $9863000 x 5% = $493150 rounded to $493000.",MED,CONSTRUCTION CONTENT -- Tax. GST calculated on base building scope only (not on options). Schedule A requires taxes separated per SOW-005.
L-041,OPT,PKG-02,DEL-05-01,GST on Additional Options 1-6 (5% federal goods and services tax on all optional items),1,LS,18000,18000,CAD,PARAMETRIC,"5% GST on sum of option lines (L-030 through L-035). Options subtotal = $355000. GST = $355000 x 5% = $17750 rounded to $18000.",MED,CONSTRUCTION CONTENT -- Tax on options. GST calculated on sum of Additional Options 1-6.
