DeliverableID,CSV,Row,Field,Raw,Normalized
DEL-006-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv,13,TargetDeliverableID,DEL-006-05_Septic-Details,DEL-006-05
DEL-006-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv,14,FromDeliverableID,DEL-006-06_Fixture-Schedule,DEL-006-06
DEL-006-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv,15,FromDeliverableID,DEL-006-06_Fixture-Schedule,DEL-006-06
DEL-006-06,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-006_Plumbing Design/1_Working/DEL-006-06_Fixture-Schedule/Dependencies.csv,16,FromDeliverableID,DEL-006-06_Fixture-Schedule,DEL-006-06
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,2,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,3,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,4,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,5,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,6,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,7,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,8,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,8,TargetDeliverableID,DEL-019-04_QC-Management,DEL-019-04
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,9,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,10,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,11,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,12,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,13,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,14,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,14,TargetDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,15,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,15,TargetDeliverableID,DEL-020-03_Closeout-Docs,DEL-020-03
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,16,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,17,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-01,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-01_Commissioning/Dependencies.csv,18,FromDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,2,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,3,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,4,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,5,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,6,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,7,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,8,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,8,TargetDeliverableID,DEL-020-01_Commissioning,DEL-020-01
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,9,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,10,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,10,TargetDeliverableID,DEL-020-03_Closeout-Docs,DEL-020-03
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,11,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,12,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,13,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,14,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-020-02,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-020_Commissioning & Closeout/1_Working/DEL-020-02_Final-Inspection/Dependencies.csv,15,FromDeliverableID,DEL-020-02_Final-Inspection,DEL-020-02
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",2,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",3,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",4,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",5,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",6,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",6,TargetDeliverableID,DEL-021-02_Performance-Bonds,DEL-021-02
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",7,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",8,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",9,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",10,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",10,TargetDeliverableID,DEL-021-04_Contract-Execution,DEL-021-04
DEL-021-01,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-01_Bid-Security/Dependencies.csv",11,FromDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",2,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",3,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",4,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",5,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",5,TargetDeliverableID,DEL-021-01_Bid-Security,DEL-021-01
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",6,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",6,TargetDeliverableID,DEL-021-02_Performance-Bonds,DEL-021-02
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",7,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",7,TargetDeliverableID,DEL-021-04_Contract-Execution,DEL-021-04
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",8,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",8,TargetDeliverableID,DEL-020-03_Closeout-Docs,DEL-020-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",9,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
DEL-021-03,"/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/PKG-021_Bonding, Insurance & Warranty/1_Working/DEL-021-03_Insurance/Dependencies.csv",10,FromDeliverableID,DEL-021-03_Insurance,DEL-021-03
