SourcePath,ArtifactType,FromDeliverableID,SnapshotID
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Run_Context.md,Run_Context,DEL-001-07,EST_DEL-001-07_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/Assumptions_Log.md,Assumptions_Log,DEL-001-07,EST_DEL-001-07_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-07_2026-02-27_0546/QA_Report.md,QA_Report,DEL-001-07,EST_DEL-001-07_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Detail.csv,Detail,DEL-001-08,EST_DEL-001-08_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Run_Context.md,Run_Context,DEL-001-08,EST_DEL-001-08_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/Assumptions_Log.md,Assumptions_Log,DEL-001-08,EST_DEL-001-08_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-08_2026-02-27_0630/QA_Report.md,QA_Report,DEL-001-08,EST_DEL-001-08_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Detail.csv,Detail,DEL-001-09,EST_DEL-001-09_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Run_Context.md,Run_Context,DEL-001-09,EST_DEL-001-09_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Assumptions_Log.md,Assumptions_Log,DEL-001-09,EST_DEL-001-09_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/QA_Report.md,QA_Report,DEL-001-09,EST_DEL-001-09_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-09_2026-02-27_0546/Risk_Register.md,Risk_Register,DEL-001-09,EST_DEL-001-09_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Detail.csv,Detail,DEL-001-10,EST_DEL-001-10_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Run_Context.md,Run_Context,DEL-001-10,EST_DEL-001-10_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/Assumptions_Log.md,Assumptions_Log,DEL-001-10,EST_DEL-001-10_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-10_2026-02-27_0600/QA_Report.md,QA_Report,DEL-001-10,EST_DEL-001-10_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Detail.csv,Detail,DEL-001-11,EST_DEL-001-11_2026-02-28_0803
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Run_Context.md,Run_Context,DEL-001-11,EST_DEL-001-11_2026-02-28_0803
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/Assumptions_Log.md,Assumptions_Log,DEL-001-11,EST_DEL-001-11_2026-02-28_0803
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-001-11_2026-02-28_0803/QA_Report.md,QA_Report,DEL-001-11,EST_DEL-001-11_2026-02-28_0803
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Detail.csv,Detail,DEL-002-01,EST_DEL-002-01_2026-02-27_0539
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Run_Context.md,Run_Context,DEL-002-01,EST_DEL-002-01_2026-02-27_0539
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/Assumptions_Log.md,Assumptions_Log,DEL-002-01,EST_DEL-002-01_2026-02-27_0539
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-01_2026-02-27_0539/QA_Report.md,QA_Report,DEL-002-01,EST_DEL-002-01_2026-02-27_0539
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-02_2026-02-26_2246/Detail.csv,Detail,DEL-002-02,EST_DEL-002-02_2026-02-26_2246
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-02_2026-02-26_2246/Run_Context.md,Run_Context,DEL-002-02,EST_DEL-002-02_2026-02-26_2246
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-02_2026-02-26_2246/Assumptions_Log.md,Assumptions_Log,DEL-002-02,EST_DEL-002-02_2026-02-26_2246
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-02_2026-02-26_2246/QA_Report.md,QA_Report,DEL-002-02,EST_DEL-002-02_2026-02-26_2246
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-03_2026-02-27_0546/Detail.csv,Detail,DEL-002-03,EST_DEL-002-03_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-03_2026-02-27_0546/Run_Context.md,Run_Context,DEL-002-03,EST_DEL-002-03_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-03_2026-02-27_0546/Assumptions_Log.md,Assumptions_Log,DEL-002-03,EST_DEL-002-03_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-03_2026-02-27_0546/QA_Report.md,QA_Report,DEL-002-03,EST_DEL-002-03_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-04_2026-02-27_0546/Detail.csv,Detail,DEL-002-04,EST_DEL-002-04_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-04_2026-02-27_0546/Run_Context.md,Run_Context,DEL-002-04,EST_DEL-002-04_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-04_2026-02-27_0546/Assumptions_Log.md,Assumptions_Log,DEL-002-04,EST_DEL-002-04_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-04_2026-02-27_0546/QA_Report.md,QA_Report,DEL-002-04,EST_DEL-002-04_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-05_2026-02-27_0600/Detail.csv,Detail,DEL-002-05,EST_DEL-002-05_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-05_2026-02-27_0600/Run_Context.md,Run_Context,DEL-002-05,EST_DEL-002-05_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-05_2026-02-27_0600/Assumptions_Log.md,Assumptions_Log,DEL-002-05,EST_DEL-002-05_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-05_2026-02-27_0600/QA_Report.md,QA_Report,DEL-002-05,EST_DEL-002-05_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-05_2026-02-27_0600/Risk_Register.md,Risk_Register,DEL-002-05,EST_DEL-002-05_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-06_2026-02-27_0546/Detail.csv,Detail,DEL-002-06,EST_DEL-002-06_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-06_2026-02-27_0546/Run_Context.md,Run_Context,DEL-002-06,EST_DEL-002-06_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-06_2026-02-27_0546/Assumptions_Log.md,Assumptions_Log,DEL-002-06,EST_DEL-002-06_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-06_2026-02-27_0546/QA_Report.md,QA_Report,DEL-002-06,EST_DEL-002-06_2026-02-27_0546
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Detail.csv,Detail,DEL-002-07,EST_DEL-002-07_2026-02-27_0133
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Run_Context.md,Run_Context,DEL-002-07,EST_DEL-002-07_2026-02-27_0133
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Assumptions_Log.md,Assumptions_Log,DEL-002-07,EST_DEL-002-07_2026-02-27_0133
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/QA_Report.md,QA_Report,DEL-002-07,EST_DEL-002-07_2026-02-27_0133
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-07_2026-02-27_0133/Risk_Register.md,Risk_Register,DEL-002-07,EST_DEL-002-07_2026-02-27_0133
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-08_2026-02-28_0804/Detail.csv,Detail,DEL-002-08,EST_DEL-002-08_2026-02-28_0804
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-08_2026-02-28_0804/Run_Context.md,Run_Context,DEL-002-08,EST_DEL-002-08_2026-02-28_0804
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-08_2026-02-28_0804/Assumptions_Log.md,Assumptions_Log,DEL-002-08,EST_DEL-002-08_2026-02-28_0804
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-08_2026-02-28_0804/QA_Report.md,QA_Report,DEL-002-08,EST_DEL-002-08_2026-02-28_0804
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-09_2026-02-27_0630/Detail.csv,Detail,DEL-002-09,EST_DEL-002-09_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-09_2026-02-27_0630/Run_Context.md,Run_Context,DEL-002-09,EST_DEL-002-09_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-09_2026-02-27_0630/Assumptions_Log.md,Assumptions_Log,DEL-002-09,EST_DEL-002-09_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-09_2026-02-27_0630/QA_Report.md,QA_Report,DEL-002-09,EST_DEL-002-09_2026-02-27_0630
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-10_2026-03-26_1430/Detail.csv,Detail,DEL-002-10,EST_DEL-002-10_2026-03-26_1430
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-10_2026-03-26_1430/Run_Context.md,Run_Context,DEL-002-10,EST_DEL-002-10_2026-03-26_1430
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-10_2026-03-26_1430/Assumptions_Log.md,Assumptions_Log,DEL-002-10,EST_DEL-002-10_2026-03-26_1430
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-10_2026-03-26_1430/QA_Report.md,QA_Report,DEL-002-10,EST_DEL-002-10_2026-03-26_1430
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Detail.csv,Detail,DEL-002-11,EST_DEL-002-11_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Run_Context.md,Run_Context,DEL-002-11,EST_DEL-002-11_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Assumptions_Log.md,Assumptions_Log,DEL-002-11,EST_DEL-002-11_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/QA_Report.md,QA_Report,DEL-002-11,EST_DEL-002-11_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-11_2026-02-27_0600/Risk_Register.md,Risk_Register,DEL-002-11,EST_DEL-002-11_2026-02-27_0600
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-12_2026-02-27_0841/Detail.csv,Detail,DEL-002-12,EST_DEL-002-12_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-12_2026-02-27_0841/Run_Context.md,Run_Context,DEL-002-12,EST_DEL-002-12_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-12_2026-02-27_0841/Assumptions_Log.md,Assumptions_Log,DEL-002-12,EST_DEL-002-12_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-002-12_2026-02-27_0841/QA_Report.md,QA_Report,DEL-002-12,EST_DEL-002-12_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-01_2026-03-26_1400/Detail.csv,Detail,DEL-003-01,EST_DEL-003-01_2026-03-26_1400
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-01_2026-03-26_1400/Run_Context.md,Run_Context,DEL-003-01,EST_DEL-003-01_2026-03-26_1400
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-01_2026-03-26_1400/Assumptions_Log.md,Assumptions_Log,DEL-003-01,EST_DEL-003-01_2026-03-26_1400
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-01_2026-03-26_1400/QA_Report.md,QA_Report,DEL-003-01,EST_DEL-003-01_2026-03-26_1400
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Detail.csv,Detail,DEL-003-02,EST_DEL-003-02_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Run_Context.md,Run_Context,DEL-003-02,EST_DEL-003-02_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md,Assumptions_Log,DEL-003-02,EST_DEL-003-02_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/QA_Report.md,QA_Report,DEL-003-02,EST_DEL-003-02_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Detail.csv,Detail,DEL-003-03,EST_DEL-003-03_2026-02-27_0848
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Run_Context.md,Run_Context,DEL-003-03,EST_DEL-003-03_2026-02-27_0848
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md,Assumptions_Log,DEL-003-03,EST_DEL-003-03_2026-02-27_0848
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/QA_Report.md,QA_Report,DEL-003-03,EST_DEL-003-03_2026-02-27_0848
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Detail.csv,Detail,DEL-003-04,EST_DEL-003-04_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Run_Context.md,Run_Context,DEL-003-04,EST_DEL-003-04_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md,Assumptions_Log,DEL-003-04,EST_DEL-003-04_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/QA_Report.md,QA_Report,DEL-003-04,EST_DEL-003-04_2026-02-27_0841
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Detail.csv,Detail,DEL-003-05,EST_DEL-003-05_2026-02-27_0833
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Run_Context.md,Run_Context,DEL-003-05,EST_DEL-003-05_2026-02-27_0833
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md,Assumptions_Log,DEL-003-05,EST_DEL-003-05_2026-02-27_0833
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/QA_Report.md,QA_Report,DEL-003-05,EST_DEL-003-05_2026-02-27_0833
/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Detail.csv,Detail,DEL-003-06,EST_DEL-003-06_2026-02-27_0134
