LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-011,ITM-011,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-018,DEL-018-05,Water flow test — functional verification,1,LS,500.00,500.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for flow test labour + materials; no direct rate table,LOW,Water flow test from floor drain to sump
DL-012,ITM-012,Survey & Investigation > Survey & Field Investigation,PKG-018,DEL-018-05,As-built survey — sump and drainage pipe inverts,1,LS,1260.00,1260.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21 Surveyor (140/hr x 9 hrs assumed),MED,Survey scope TBD; estimated 9 hours surveyor time
DL-013,ITM-013,Professional Services > Project Management,PKG-018,DEL-018-05,Inspection coordination — Safety Code and building authority,1,LS,750.00,750.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for inspection coordination labour; based on PM rate x ~5 hrs,MED,Inspection requests + County rep coordination
DL-014A,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,Project Manager (DEL-018-05 allocation),6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-01 6h) + Professional_Staff_Rates.csv R-01 (165/hr),MED,Per LOE allocation
DL-014B,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,Construction Project Manager (DEL-018-05 allocation),8,hr,155.00,1240.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-02 8h) + Professional_Staff_Rates.csv R-02 (155/hr),MED,Per LOE allocation
DL-014C,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,Site Superintendent (DEL-018-05 allocation),10,hr,145.00,1450.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-03 10h) + Professional_Staff_Rates.csv R-03 (145/hr),MED,Per LOE allocation
DL-014D,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,Cost Estimator (DEL-018-05 allocation),4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-08 4h) + Professional_Staff_Rates.csv R-08 (135/hr),MED,Per LOE allocation
DL-014E,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,QA/QC Lead (DEL-018-05 allocation),6,hr,135.00,810.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-06 6h) + Professional_Staff_Rates.csv R-06 (135/hr),MED,Per LOE allocation
DL-014F,ITM-014,Professional Services > Project Management,PKG-018,DEL-018-05,HSE Manager (DEL-018-05 allocation),4,hr,140.00,560.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-05 4h) + Professional_Staff_Rates.csv R-05 (140/hr),MED,Per LOE allocation
DL-015,ITM-015,Construction Labour > General Construction Labour,PKG-018,DEL-018-05,Construction labour — Equipment Operator,24,hr,88.00,2112.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-07 (FullyBurdenedRate=88.0/hr),MED,Excavation and grading operations
DL-016,ITM-016,Construction Labour > General Construction Labour,PKG-018,DEL-018-05,Construction labour — Concrete Finisher,16,hr,77.50,1240.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-02 (FullyBurdenedRate=77.5/hr),MED,Sump base/connections concrete work
DL-017,ITM-017,Construction Labour > General Construction Labour,PKG-018,DEL-018-05,Construction labour — Plumber,24,hr,92.80,2227.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-05 (FullyBurdenedRate=92.8/hr),MED,Floor drain and pipe installation
DL-018,ITM-018,Construction Labour > General Construction Labour,PKG-018,DEL-018-05,Construction labour — Labourer (general support),24,hr,65.10,1562.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate=65.1/hr),MED,Hand work; backfill; compaction; cleanup
DL-019,ITM-019,General Conditions > General Requirements & Indirect,PKG-018,DEL-018-05,Cold-weather construction allowance,1,LS,3500.00,3500.00,CAD,ALLOWANCE,ASSUMPTION: parametric allowance for winter measures per Procedure CW-1 to CW-4; Alberta conditions,LOW,Heated enclosures; insulated forms; extended curing
DL-020,ITM-020,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-018,DEL-018-05,Environmental regulatory scoping allowance (ENV-PERMIT-001),1,LS,2500.00,2500.00,CAD,ALLOWANCE,ASSUMPTION: allowance for AEPA regulatory inquiry + permit fees if required; per Guidance CF-002,LOW,Permit status conditional/TBD
DL-021,ITM-021,Professional Services > Project Management,PKG-018,DEL-018-05,Scope boundary coordination — CF-001 documentation,1,LS,500.00,500.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for formal scope boundary letter; PM time ~3 hrs,LOW,Per Guidance CF-001 / Procedure Step 1.3
