relative_path,file_name,parent_dir_1,parent_dir_2,local_folder_max_2_parents,path_depth,file_extension,byte_size,line_count,entry_type,is_probably_binary,is_executable,mode_octal,mtime_local,mtime_epoch,tracked_in_git,top_level_dir,read_error,scope_group
agents/AGENT_DELIVERABLE_TASK.md,AGENT_DELIVERABLE_TASK.md,agents,.,agents,1,.md,17193,355,file,false,false,0o644,2026-04-04T00:07:55.493140-06:00,1775282875.493140,true,agents,,agents
agents/AGENT_DEPENDENCIES.md,AGENT_DEPENDENCIES.md,agents,.,agents,1,.md,21651,458,file,false,false,0o644,2026-03-28T16:38:05.778536-06:00,1774737485.778536,true,agents,,agents
agents/AGENT_DOMAIN_DECOMP.md,AGENT_DOMAIN_DECOMP.md,agents,.,agents,1,.md,17588,415,file,false,false,0o600,2026-03-30T21:03:33.443045-06:00,1774926213.443045,true,agents,,agents
agents/AGENT_DOMAIN_DOCUMENTS.md,AGENT_DOMAIN_DOCUMENTS.md,agents,.,agents,1,.md,28129,485,file,false,false,0o644,2026-04-03T23:36:03.789654-06:00,1775280963.789654,true,agents,,agents
agents/AGENT_DOMAIN_HYPERGRAPH.md,AGENT_DOMAIN_HYPERGRAPH.md,agents,.,agents,1,.md,25444,621,file,false,false,0o644,2026-03-31T12:50:53.728554-06:00,1774983053.728554,true,agents,,agents
agents/AGENT_DRAWING_EXTRACT.md,AGENT_DRAWING_EXTRACT.md,agents,.,agents,1,.md,15732,335,file,false,false,0o644,2026-04-01T13:31:45.395780-06:00,1775071905.395780,true,agents,,agents
agents/AGENT_DRAWING_EXTRACT_PAGE.md,AGENT_DRAWING_EXTRACT_PAGE.md,agents,.,agents,1,.md,14191,306,file,false,false,0o644,2026-04-01T13:32:01.353139-06:00,1775071921.353139,true,agents,,agents
agents/AGENT_EQUIPMENT_EXTRACT.md,AGENT_EQUIPMENT_EXTRACT.md,agents,.,agents,1,.md,16426,327,file,false,false,0o644,2026-04-01T13:00:56.912725-06:00,1775070056.912725,true,agents,,agents
agents/AGENT_ESTIMATE_PREP.md,AGENT_ESTIMATE_PREP.md,agents,.,agents,1,.md,43640,788,file,false,false,0o644,2026-03-28T16:26:38.536709-06:00,1774736798.536709,true,agents,,agents
agents/AGENT_ESTIMATING.md,AGENT_ESTIMATING.md,agents,.,agents,1,.md,15856,344,file,false,false,0o644,2026-03-28T16:26:04.443862-06:00,1774736764.443862,true,agents,,agents
agents/AGENT_EVALUATION.md,AGENT_EVALUATION.md,agents,.,agents,1,.md,9645,232,file,false,false,0o644,2026-03-28T16:21:24.892119-06:00,1774736484.892119,true,agents,,agents
agents/AGENT_EVALUATION_DEPENDENCY_AUDIT.md,AGENT_EVALUATION_DEPENDENCY_AUDIT.md,agents,.,agents,1,.md,5798,174,file,false,false,0o644,2026-03-28T16:22:17.352552-06:00,1774736537.352552,true,agents,,agents
agents/AGENT_EVALUATION_REPORT.md,AGENT_EVALUATION_REPORT.md,agents,.,agents,1,.md,6338,187,file,false,false,0o644,2026-03-28T16:22:57.089025-06:00,1774736577.089025,true,agents,,agents
agents/AGENT_EVALUATION_STRUCTURE_AUDIT.md,AGENT_EVALUATION_STRUCTURE_AUDIT.md,agents,.,agents,1,.md,5156,176,file,false,false,0o644,2026-03-28T16:21:51.039294-06:00,1774736511.039294,true,agents,,agents
agents/AGENT_HELPS_HUMANS.md,AGENT_HELPS_HUMANS.md,agents,.,agents,1,.md,17778,455,file,false,false,0o644,2026-04-04T01:15:48.342709-06:00,1775286948.342709,true,agents,,agents
agents/AGENT_HELP_HUMAN.md,AGENT_HELP_HUMAN.md,agents,.,agents,1,.md,23800,546,file,false,false,0o600,2026-02-22T07:01:55.485791-07:00,1771768915.485791,true,agents,,agents
agents/AGENT_ORCHESTRATOR.md,AGENT_ORCHESTRATOR.md,agents,.,agents,1,.md,33823,609,file,false,false,0o644,2026-04-01T10:18:02.271939-06:00,1775060282.271939,true,agents,,agents
agents/AGENT_PDF2MD.md,AGENT_PDF2MD.md,agents,.,agents,1,.md,9260,236,file,false,false,0o644,2026-03-30T20:57:52.237942-06:00,1774925872.237942,true,agents,,agents
agents/AGENT_PDF2MD_PAGE.md,AGENT_PDF2MD_PAGE.md,agents,.,agents,1,.md,6491,175,file,false,false,0o644,2026-03-30T20:56:55.983464-06:00,1774925815.983464,true,agents,,agents
agents/AGENT_PREPARATION.md,AGENT_PREPARATION.md,agents,.,agents,1,.md,22097,586,file,false,false,0o644,2026-04-02T11:22:46.411973-06:00,1775150566.411973,true,agents,,agents
agents/AGENT_PROJECT_DECOMP.md,AGENT_PROJECT_DECOMP.md,agents,.,agents,1,.md,18234,417,file,false,false,0o644,2026-02-25T19:45:30.617122-07:00,1772073930.617122,true,agents,,agents
agents/AGENT_RECONCILIATION.md,AGENT_RECONCILIATION.md,agents,.,agents,1,.md,10456,316,file,false,false,0o644,2026-03-28T16:29:19.876598-06:00,1774736959.876598,true,agents,,agents
agents/AGENT_REVIEW.md,AGENT_REVIEW.md,agents,.,agents,1,.md,22582,502,file,false,false,0o644,2026-03-30T21:10:35.464966-06:00,1774926635.464966,true,agents,,agents
agents/AGENT_SCHEDULING.md,AGENT_SCHEDULING.md,agents,.,agents,1,.md,21813,529,file,false,false,0o644,2026-03-28T16:27:17.659235-06:00,1774736837.659235,true,agents,,agents
agents/AGENT_SCOPE_CHANGE.md,AGENT_SCOPE_CHANGE.md,agents,.,agents,1,.md,18929,418,file,false,false,0o644,2026-03-28T16:30:20.546260-06:00,1774737020.546260,true,agents,,agents
agents/AGENT_SKILLMAKER.md,AGENT_SKILLMAKER.md,agents,.,agents,1,.md,22523,365,file,false,false,0o644,2026-04-03T21:56:34.747616-06:00,1775274994.747616,true,agents,,agents
agents/AGENT_SOFTWARE_DECOMP.md,AGENT_SOFTWARE_DECOMP.md,agents,.,agents,1,.md,19285,437,file,false,false,0o644,2026-02-21T06:52:35.673771-07:00,1771681955.673771,true,agents,,agents
agents/AGENT_TASK.md,AGENT_TASK.md,agents,.,agents,1,.md,22154,495,file,false,false,0o644,2026-04-03T23:22:52.095535-06:00,1775280172.095535,true,agents,,agents
agents/AGENT_TOOLMAKER.md,AGENT_TOOLMAKER.md,agents,.,agents,1,.md,12110,289,file,false,false,0o644,2026-04-03T21:54:56.732852-06:00,1775274896.732852,true,agents,,agents
agents/AGENT_WORKING_ITEMS.md,AGENT_WORKING_ITEMS.md,agents,.,agents,1,.md,13795,292,file,false,false,0o644,2026-04-02T12:05:04.758689-06:00,1775153104.758689,true,agents,,agents
agents/AUDIT_AGENT.md,AUDIT_AGENT.md,agents,.,agents,1,.md,14282,351,file,false,false,0o600,2026-03-26T22:44:17.854907-06:00,1774586657.854907,true,agents,,agents
agents/MEMORY_TEMPLATE.md,MEMORY_TEMPLATE.md,agents,.,agents,1,.md,332,13,file,false,false,0o644,2026-02-09T21:03:57.936644-07:00,1770696237.936644,true,agents,,agents
agents/TASK_ESTIMATING_TEMPLATE.md,TASK_ESTIMATING_TEMPLATE.md,agents,.,agents,1,.md,6014,202,file,false,false,0o644,2026-02-12T23:05:08.016490-07:00,1770962708.016490,true,agents,,agents
docs/.DS_Store,.DS_Store,docs,.,docs,1,,8196,3,file,true,false,0o644,2026-03-29T22:29:29.880272-06:00,1774844969.880272,false,docs,,docs
docs/CONTRACT.md,CONTRACT.md,docs,.,docs,1,.md,7765,134,file,false,false,0o600,2026-04-04T01:24:40.077865-06:00,1775287480.077865,true,docs,,docs
docs/DBM_Agent_Instruction_Architecture.md,DBM_Agent_Instruction_Architecture.md,docs,.,docs,1,.md,44452,730,file,false,false,0o600,2026-04-04T01:13:06.783288-06:00,1775286786.783288,true,docs,,docs
docs/DIRECTIVE.md,DIRECTIVE.md,docs,.,docs,1,.md,21346,306,file,false,false,0o644,2026-04-04T01:24:08.707962-06:00,1775287448.707962,true,docs,,docs
docs/PLAN.md,PLAN.md,docs,.,docs,1,.md,11325,202,file,false,false,0o644,2026-04-04T01:26:12.712291-06:00,1775287572.712291,true,docs,,docs
docs/REPO_INVENTORY.md,REPO_INVENTORY.md,docs,.,docs,1,.md,2229,64,file,false,false,0o644,2026-04-04T00:06:44.291025-06:00,1775282804.291025,true,docs,,docs
docs/SE_Design_Analysis.md,SE_Design_Analysis.md,docs,.,docs,1,.md,29033,453,file,false,false,0o644,2026-04-04T01:26:01.857477-06:00,1775287561.857477,true,docs,,docs
docs/SPEC.md,SPEC.md,docs,.,docs,1,.md,33132,889,file,false,false,0o600,2026-04-02T11:22:46.411814-06:00,1775150566.411814,true,docs,,docs
docs/TYPES.md,TYPES.md,docs,.,docs,1,.md,17419,346,file,false,false,0o644,2026-03-29T15:38:36.951629-06:00,1774820316.951629,true,docs,,docs
docs/WHAT-IS-AN-AGENT.md,WHAT-IS-AN-AGENT.md,docs,.,docs,1,.md,5541,128,file,false,false,0o644,2026-04-04T16:01:47.344106-06:00,1775340107.344106,true,docs,,docs
docs/thesis/00_front_matter.md,00_front_matter.md,thesis,docs,docs/thesis,2,.md,4895,53,file,false,false,0o644,2026-04-04T01:01:24.743590-06:00,1775286084.743590,true,docs,,docs
docs/thesis/01_introduction.md,01_introduction.md,thesis,docs,docs/thesis,2,.md,9933,76,file,false,false,0o644,2026-04-04T01:03:52.733779-06:00,1775286232.733779,true,docs,,docs
docs/thesis/02_literature_review.md,02_literature_review.md,thesis,docs,docs/thesis,2,.md,92774,529,file,false,false,0o644,2026-03-29T15:24:57.445071-06:00,1774819497.445071,true,docs,,docs
docs/thesis/03_philosophical_framework.md,03_philosophical_framework.md,thesis,docs,docs/thesis,2,.md,49379,307,file,false,false,0o644,2026-04-04T01:01:24.743934-06:00,1775286084.743934,true,docs,,docs
docs/thesis/04_architecture.md,04_architecture.md,thesis,docs,docs/thesis,2,.md,44532,503,file,false,false,0o644,2026-04-03T21:59:53.356488-06:00,1775275193.356488,true,docs,,docs
docs/thesis/05_epistemic_architecture.md,05_epistemic_architecture.md,thesis,docs,docs/thesis,2,.md,23651,223,file,false,false,0o644,2026-03-29T18:00:02.042659-06:00,1774828802.042659,true,docs,,docs
docs/thesis/06_professional_practice.md,06_professional_practice.md,thesis,docs,docs/thesis,2,.md,63668,401,file,false,false,0o644,2026-04-04T01:27:53.836729-06:00,1775287673.836729,true,docs,,docs
docs/thesis/07_se_design_analysis.md,07_se_design_analysis.md,thesis,docs,docs/thesis,2,.md,67555,577,file,false,false,0o644,2026-04-04T01:01:24.744623-06:00,1775286084.744623,true,docs,,docs
docs/thesis/08_implementation.md,08_implementation.md,thesis,docs,docs/thesis,2,.md,39091,327,file,false,false,0o644,2026-04-04T01:26:54.227443-06:00,1775287614.227443,true,docs,,docs
docs/thesis/09_discussion.md,09_discussion.md,thesis,docs,docs/thesis,2,.md,14865,125,file,false,false,0o644,2026-04-04T01:01:24.744924-06:00,1775286084.744924,true,docs,,docs
docs/thesis/10_conclusion.md,10_conclusion.md,thesis,docs,docs/thesis,2,.md,8109,57,file,false,false,0o644,2026-04-04T01:01:24.745100-06:00,1775286084.745100,true,docs,,docs
docs/thesis/README.md,README.md,thesis,docs,docs/thesis,2,.md,2775,51,file,false,false,0o644,2026-03-29T22:10:38.982278-06:00,1774843838.982278,true,docs,,docs
docs/thesis/appendix_a_invariant_catalog.md,appendix_a_invariant_catalog.md,thesis,docs,docs/thesis,2,.md,9408,82,file,false,false,0o644,2026-04-04T01:27:29.116633-06:00,1775287649.116633,true,docs,,docs
docs/thesis/appendix_b_agent_inventory.md,appendix_b_agent_inventory.md,thesis,docs,docs/thesis,2,.md,14229,155,file,false,false,0o644,2026-04-03T22:00:23.707622-06:00,1775275223.707622,true,docs,,docs
docs/thesis/appendix_c_apega_mapping.md,appendix_c_apega_mapping.md,thesis,docs,docs/thesis,2,.md,31969,173,file,false,false,0o644,2026-03-29T15:30:42.950315-06:00,1774819842.950315,true,docs,,docs
docs/thesis/appendix_d_framework_s.md,appendix_d_framework_s.md,thesis,docs,docs/thesis,2,.md,9209,120,file,false,false,0o644,2026-03-29T22:30:06.610301-06:00,1774845006.610301,true,docs,,docs
docs/thesis/glossary.md,glossary.md,thesis,docs,docs/thesis,2,.md,15674,77,file,false,false,0o644,2026-03-29T15:59:57.508858-06:00,1774821597.508858,true,docs,,docs
docs/thesis/references.md,references.md,thesis,docs,docs/thesis,2,.md,10992,137,file,false,false,0o644,2026-03-29T22:30:19.982039-06:00,1774845019.982039,true,docs,,docs
plans/DOMAIN_KNOWLEDGE_INDEXING_PLAN.md,DOMAIN_KNOWLEDGE_INDEXING_PLAN.md,plans,.,plans,1,.md,5696,206,file,false,false,0o644,2026-04-03T22:03:51.445507-06:00,1775275431.445507,true,plans,,plans
skills/README.md,README.md,skills,.,skills,1,.md,4799,138,file,false,false,0o644,2026-04-03T23:55:43.188114-06:00,1775282143.188114,true,skills,,skills
skills/SKILL_TEMPLATE.md,SKILL_TEMPLATE.md,skills,.,skills,1,.md,2859,114,file,false,false,0o644,2026-04-03T22:59:16.171434-06:00,1775278756.171434,true,skills,,skills
skills/deliverable-consistency/BRIEF_SCHEMA.md,BRIEF_SCHEMA.md,deliverable-consistency,skills,skills/deliverable-consistency,2,.md,1260,54,file,false,false,0o644,2026-04-02T12:31:28.730912-06:00,1775154688.730912,true,skills,,skills
skills/deliverable-consistency/QA_CHECKS.md,QA_CHECKS.md,deliverable-consistency,skills,skills/deliverable-consistency,2,.md,892,24,file,false,false,0o644,2026-04-02T12:31:28.731234-06:00,1775154688.731234,true,skills,,skills
skills/deliverable-consistency/SKILL.md,SKILL.md,deliverable-consistency,skills,skills/deliverable-consistency,2,.md,3194,93,file,false,false,0o644,2026-04-02T12:31:28.731449-06:00,1775154688.731449,true,skills,,skills
skills/deliverable-consistency/TOOL_POLICY.md,TOOL_POLICY.md,deliverable-consistency,skills,skills/deliverable-consistency,2,.md,1288,41,file,false,false,0o644,2026-04-02T12:31:28.731133-06:00,1775154688.731133,true,skills,,skills
skills/equipment-extract/BRIEF_SCHEMA.md,BRIEF_SCHEMA.md,equipment-extract,skills,skills/equipment-extract,2,.md,1835,60,file,false,false,0o644,2026-04-03T22:54:46.625680-06:00,1775278486.625680,true,skills,,skills
skills/equipment-extract/QA_CHECKS.md,QA_CHECKS.md,equipment-extract,skills,skills/equipment-extract,2,.md,2185,51,file,false,false,0o644,2026-04-03T22:54:58.752862-06:00,1775278498.752862,true,skills,,skills
skills/equipment-extract/SKILL.md,SKILL.md,equipment-extract,skills,skills/equipment-extract,2,.md,7325,184,file,false,false,0o644,2026-04-03T22:54:37.856099-06:00,1775278477.856099,true,skills,,skills
skills/pdf2md/BRIEF_SCHEMA.md,BRIEF_SCHEMA.md,pdf2md,skills,skills/pdf2md,2,.md,1363,56,file,false,false,0o644,2026-04-02T11:31:08.319134-06:00,1775151068.319134,true,skills,,skills
skills/pdf2md/QA_CHECKS.md,QA_CHECKS.md,pdf2md,skills,skills/pdf2md,2,.md,784,21,file,false,false,0o644,2026-04-02T11:31:08.319223-06:00,1775151068.319223,true,skills,,skills
skills/pdf2md/SKILL.md,SKILL.md,pdf2md,skills,skills/pdf2md,2,.md,2942,92,file,false,false,0o644,2026-04-02T12:31:28.730469-06:00,1775154688.730469,true,skills,,skills
skills/pdf2md/TOOL_POLICY.md,TOOL_POLICY.md,pdf2md,skills,skills/pdf2md,2,.md,1081,38,file,false,false,0o644,2026-04-02T11:31:08.319179-06:00,1775151068.319179,true,skills,,skills
skills/proposal-format/BRIEF_SCHEMA.md,BRIEF_SCHEMA.md,proposal-format,skills,skills/proposal-format,2,.md,1423,46,file,false,false,0o644,2026-04-04T00:03:27.949095-06:00,1775282607.949095,true,skills,,skills
skills/proposal-format/QA_CHECKS.md,QA_CHECKS.md,proposal-format,skills,skills/proposal-format,2,.md,1280,25,file,false,false,0o644,2026-04-04T00:03:39.369770-06:00,1775282619.369770,true,skills,,skills
skills/proposal-format/SKILL.md,SKILL.md,proposal-format,skills,skills/proposal-format,2,.md,6221,139,file,false,false,0o644,2026-04-04T00:03:15.152004-06:00,1775282595.152004,true,skills,,skills
skills/semantic-lensing/BRIEF_SCHEMA.md,BRIEF_SCHEMA.md,semantic-lensing,skills,skills/semantic-lensing,2,.md,1359,44,file,false,false,0o644,2026-04-03T23:57:57.494248-06:00,1775282277.494248,true,skills,,skills
skills/semantic-lensing/QA_CHECKS.md,QA_CHECKS.md,semantic-lensing,skills,skills/semantic-lensing,2,.md,1353,25,file,false,false,0o644,2026-04-03T23:58:08.698737-06:00,1775282288.698737,true,skills,,skills
skills/semantic-lensing/SKILL.md,SKILL.md,semantic-lensing,skills,skills/semantic-lensing,2,.md,5938,116,file,false,false,0o644,2026-04-03T23:57:46.438939-06:00,1775282266.438939,true,skills,,skills
tools/.DS_Store,.DS_Store,tools,.,tools,1,,6148,1,file,true,false,0o644,2026-03-30T21:18:53.053983-06:00,1774927133.053983,false,tools,,tools
tools/EXTERNAL_TOOLS.md,EXTERNAL_TOOLS.md,tools,.,tools,1,.md,16116,248,file,false,false,0o644,2026-04-01T12:47:23.208204-06:00,1775069243.208204,true,tools,,tools
tools/REGISTRY.md,REGISTRY.md,tools,.,tools,1,.md,12433,126,file,false,false,0o644,2026-04-03T23:46:41.839282-06:00,1775281601.839282,true,tools,,tools
tools/coordination/analyze_dep_closure.py,analyze_dep_closure.py,coordination,tools,tools/coordination,2,.py,13976,376,file,false,false,0o644,2026-03-28T16:15:42.659236-06:00,1774736142.659236,true,tools,,tools
tools/domain_extract/assemble_equipment_master_csv.py,assemble_equipment_master_csv.py,domain_extract,tools,tools/domain_extract,2,.py,5121,153,file,false,false,0o644,2026-04-01T13:30:14.631843-06:00,1775071814.631843,true,tools,,tools
tools/drawing_extract/assemble_equipment_csv.py,assemble_equipment_csv.py,drawing_extract,tools,tools/drawing_extract,2,.py,4690,127,file,false,false,0o644,2026-03-31T22:25:23.580336-06:00,1775017523.580336,true,tools,,tools
tools/drawing_extract/assemble_equipment_markdown.py,assemble_equipment_markdown.py,drawing_extract,tools,tools/drawing_extract,2,.py,6302,167,file,false,false,0o644,2026-03-31T22:25:30.464424-06:00,1775017530.464424,true,tools,,tools
tools/drawing_extract/backfill_stub_system_names.py,backfill_stub_system_names.py,drawing_extract,tools,tools/drawing_extract,2,.py,5448,161,file,false,false,0o644,2026-03-31T22:23:13.133586-06:00,1775017393.133586,true,tools,,tools
tools/drawing_extract/dedupe_equipment_csv.py,dedupe_equipment_csv.py,drawing_extract,tools,tools/drawing_extract,2,.py,1855,61,file,false,false,0o644,2026-03-31T21:09:44.364729-06:00,1775012984.364729,true,tools,,tools
tools/drawing_extract/extract_pdf_titleblock_text.py,extract_pdf_titleblock_text.py,drawing_extract,tools,tools/drawing_extract,2,.py,4433,135,file,false,false,0o644,2026-03-31T22:12:47.056735-06:00,1775016767.056735,true,tools,,tools
tools/drawing_extract/flag_duplicate_equipment_csv.py,flag_duplicate_equipment_csv.py,drawing_extract,tools,tools/drawing_extract,2,.py,3382,96,file,false,false,0o644,2026-03-31T21:23:24.687476-06:00,1775013804.687476,true,tools,,tools
tools/drawing_extract/normalize_equipment_stub_layout.py,normalize_equipment_stub_layout.py,drawing_extract,tools,tools/drawing_extract,2,.py,5092,154,file,false,false,0o644,2026-03-31T22:37:56.860007-06:00,1775018276.860007,true,tools,,tools
tools/drawing_extract/prepare_header_crops.py,prepare_header_crops.py,drawing_extract,tools,tools/drawing_extract,2,.py,4039,108,file,false,false,0o644,2026-04-01T12:42:09.110912-06:00,1775068929.110912,true,tools,,tools
tools/drawing_extract/reconcile_west_doe_comp_and_liquids_packages.py,reconcile_west_doe_comp_and_liquids_packages.py,drawing_extract,tools,tools/drawing_extract,2,.py,9599,282,file,false,false,0o644,2026-04-01T10:09:52.057158-06:00,1775059792.057158,true,tools,,tools
tools/drawing_extract/recover_deepcut_multiblock_headers.py,recover_deepcut_multiblock_headers.py,drawing_extract,tools,tools/drawing_extract,2,.py,20865,528,file,false,false,0o644,2026-04-01T11:44:02.301761-06:00,1775065442.301761,true,tools,,tools
tools/drawing_extract/report_stub_counts.py,report_stub_counts.py,drawing_extract,tools,tools/drawing_extract,2,.py,3299,96,file,false,false,0o644,2026-04-01T12:42:36.928975-06:00,1775068956.928975,true,tools,,tools
tools/drawing_extract/report_west_doe_comp_and_liquids_package_matches.py,report_west_doe_comp_and_liquids_package_matches.py,drawing_extract,tools,tools/drawing_extract,2,.py,18914,497,file,false,false,0o644,2026-04-01T10:20:37.244279-06:00,1775060437.244279,true,tools,,tools
tools/drawing_extract/sanitize_equipment_stubs.py,sanitize_equipment_stubs.py,drawing_extract,tools,tools/drawing_extract,2,.py,9013,256,file,false,false,0o644,2026-04-01T10:35:28.800989-06:00,1775061328.800989,true,tools,,tools
tools/drawing_extract/vision_ocr.swift,vision_ocr.swift,drawing_extract,tools,tools/drawing_extract,2,.swift,2390,94,file,false,false,0o644,2026-04-01T11:00:32.585401-06:00,1775062832.585401,true,tools,,tools
tools/evaluation/check_dependency_schema.sh,check_dependency_schema.sh,evaluation,tools,tools/evaluation,2,.sh,1482,46,file,false,true,0o755,2026-03-28T16:41:48.269609-06:00,1774737708.269609,true,tools,,tools
tools/evaluation/check_evidence_coverage.sh,check_evidence_coverage.sh,evaluation,tools,tools/evaluation,2,.sh,1371,46,file,false,true,0o755,2026-03-28T16:41:48.270032-06:00,1774737708.270032,true,tools,,tools
tools/evaluation/check_implements_node.sh,check_implements_node.sh,evaluation,tools,tools/evaluation,2,.sh,876,34,file,false,true,0o755,2026-03-28T16:41:48.270287-06:00,1774737708.270287,true,tools,,tools
tools/evaluation/count_deliverable_files.sh,count_deliverable_files.sh,evaluation,tools,tools/evaluation,2,.sh,744,20,file,false,true,0o755,2026-03-28T16:41:48.270629-06:00,1774737708.270629,true,tools,,tools
tools/evaluation/count_deliverables_per_package.sh,count_deliverables_per_package.sh,evaluation,tools,tools/evaluation,2,.sh,515,19,file,false,true,0o755,2026-03-28T16:41:48.270906-06:00,1774737708.270906,true,tools,,tools
tools/evaluation/extract_agent_output.py,extract_agent_output.py,evaluation,tools,tools/evaluation,2,.py,1574,51,file,false,false,0o644,2026-03-28T16:41:48.271193-06:00,1774737708.271193,true,tools,,tools
tools/evaluation/extract_lifecycle_states.sh,extract_lifecycle_states.sh,evaluation,tools,tools/evaluation,2,.sh,655,17,file,false,true,0o755,2026-03-28T16:41:48.271433-06:00,1774737708.271433,true,tools,,tools
